userName,score,at,content,clean_content,p1_lower,p2_tokens,p3_no_stop,p4_regex,p5_stem,p6_lemma,p7_pos,p8_ner,p9_chunk,p10_abbrev,p11_emoji,p12_aug
Catur Elpin,1,2025-09-07 13:30:06,kurang aman akun saya di bobol dan dan saldo saya hilang semua seketika,kurang aman akun saya di bobol dan dan saldo saya hilang semua seketika,kurang aman akun saya di bobol dan dan saldo saya hilang semua seketika,"['kurang', 'aman', 'akun', 'saya', 'di', 'bobol', 'dan', 'dan', 'saldo', 'saya', 'hilang', 'semua', 'seketika']","['aman', 'akun', 'bobol', 'saldo', 'hilang']","['aman', 'akun', 'bobol', 'saldo', 'hilang']","['aman', 'akun', 'bobol', 'saldo', 'hilang']","['aman', 'akun', 'bobol', 'saldo', 'hilang']","[('aman', 'NOUN'), ('akun', 'NOUN'), ('bobol', 'PROPN'), ('saldo', 'PROPN'), ('hilang', 'PROPN')]","[('saldo hilang', 'PERSON')]","[('aman akun bobol saldo hilang', 'NP')]","['aman', 'akun', 'bobol', 'saldo', 'hilang']","['aman', 'akun', 'bobol', 'saldo', 'hilang']","['aman', 'akun', 'bobol', 'saldo', 'hilang']"
Anfi A,5,2025-09-07 13:29:12,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],['bagus'],['bagus'],"[('bagus', 'PROPN')]",[],"[('bagus', 'NP')]",['bagus'],['bagus'],['bagus']
laila mth,5,2025-09-07 13:27:46,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],['mantap'],"[('mantap', 'NOUN')]",[],"[('mantap', 'NP')]",['mantap'],['mantap'],['mantap']
Galih Fals,2,2025-09-07 13:26:41,ni da gangguan apa kok apk dana gak bisa d buka,ni da gangguan apa kok apk dana gak bisa d buka,ni da gangguan apa kok apk dana gak bisa d buka,"['ni', 'da', 'gangguan', 'apa', 'kok', 'apk', 'dana', 'gak', 'bisa', 'd', 'buka']","['ni', 'da', 'gangguan', 'apk', 'dana', 'gak', 'buka']","['ni', 'da', 'gangguan', 'apk', 'dana', 'gak', 'buka']","['ni', 'da', 'ganggu', 'apk', 'dana', 'gak', 'buka']","['ni', 'da', 'ganggu', 'apk', 'dana', 'gak', 'buka']","[('ni', 'X'), ('da', 'PROPN'), ('ganggu', 'PROPN'), ('apk', 'PROPN'), ('dana', 'PROPN'), ('gak', 'PROPN'), ('buka', 'PROPN')]","[('dana gak', 'PERSON')]","[('ni da ganggu', 'NP'), ('apk dana gak buka', 'NP')]","['ni', 'da', 'ganggu', 'apk', 'dana', 'gak', 'buka']","['ni', 'da', 'ganggu', 'apk', 'dana', 'gak', 'buka']","['nickel', 'district_attorney', 'ganggu', 'apk', 'Danu', 'gak', 'buka']"
Dedik Hariyanto,5,2025-09-07 13:25:51,Apk sejuta umat..😁👌,apk sejuta umat..😁👌,apk sejuta umat..😁👌,"['apk', 'sejuta', 'umat', '..', '😁', '👌']","['apk', 'sejuta', 'umat', '..', '😁', '👌']","['apk', 'sejuta', 'umat', '😁', '👌']","['apk', 'juta', 'umat', '', '']","['apk', 'juta', 'umat', '', '']","[('apk', 'PROPN'), ('juta', 'PROPN'), ('umat', 'PROPN'), (' ', 'SPACE')]","[('apk', 'ORG')]","[('apk juta umat', 'NP')]","['apk', 'juta', 'umat', '', '']","['apk', 'juta', 'umat', '', '']","['apk', 'juta', 'umat', '', '']"
Abuy Bjo,2,2025-09-07 13:24:19,"kenapa akun saya tidak bisa login,padahal jarang di pake","kenapa akun saya tidak bisa login,padahal jarang di pake","kenapa akun saya tidak bisa login,padahal jarang di pake","['kenapa', 'akun', 'saya', 'tidak', 'bisa', 'login', ',', 'padahal', 'jarang', 'di', 'pake']","['akun', 'login', ',', 'jarang', 'pake']","['akun', 'login', 'jarang', 'pake']","['akun', 'login', 'jarang', 'pake']","['akun', 'login', 'jarang', 'pake']","[('akun', 'NOUN'), ('login', 'VERB'), ('jarang', 'PROPN'), ('pake', 'PROPN')]","[('jarang', 'PERSON')]","[('akun', 'NP'), ('jarang pake', 'NP')]","['akun', 'login', 'jarang', 'pake']","['akun', 'login', 'jarang', 'pake']","['akun', 'login', 'jarang', 'pake']"
Wahyu Kurniadin,1,2025-09-07 13:24:03,"ko ga bisa masuk verifikasi wajahnya yah, basanya kalau mau masuk langsung verikifikasi wajah","ko ga bisa masuk verifikasi wajahnya yah, basanya kalau mau masuk langsung verikifikasi wajah","ko ga bisa masuk verifikasi wajahnya yah, basanya kalau mau masuk langsung verikifikasi wajah","['ko', 'ga', 'bisa', 'masuk', 'verifikasi', 'wajahnya', 'yah', ',', 'basanya', 'kalau', 'mau', 'masuk', 'langsung', 'verikifikasi', 'wajah']","['ko', 'ga', 'masuk', 'verifikasi', 'wajahnya', 'yah', ',', 'basanya', 'masuk', 'langsung', 'verikifikasi', 'wajah']","['ko', 'ga', 'masuk', 'verifikasi', 'wajahnya', 'yah', 'basanya', 'masuk', 'langsung', 'verikifikasi', 'wajah']","['ko', 'ga', 'masuk', 'verifikasi', 'wajah', 'yah', 'basa', 'masuk', 'langsung', 'verikifikasi', 'wajah']","['ko', 'ga', 'masuk', 'verifikasi', 'wajah', 'yah', 'basa', 'masuk', 'langsung', 'verikifikasi', 'wajah']","[('ko', 'PROPN'), ('ga', 'PROPN'), ('masuk', 'PROPN'), ('verifikasi', 'PROPN'), ('wajah', 'PROPN'), ('yah', 'PROPN'), ('basa', 'PROPN'), ('masuk', 'PROPN'), ('langsung', 'PROPN'), ('verikifikasi', 'PROPN'), ('wajah', 'PROPN')]","[('ko ga', 'PERSON'), ('basa', 'GPE'), ('langsung verikifikasi', 'PERSON')]","[('ko ga masuk verifikasi', 'NP'), ('yah basa masuk langsung verikifikasi wajah', 'NP')]","['ko', 'tidak', 'masuk', 'verifikasi', 'wajah', 'yah', 'basa', 'masuk', 'langsung', 'verikifikasi', 'wajah']","['ko', 'tidak', 'masuk', 'verifikasi', 'wajah', 'yah', 'basa', 'masuk', 'langsung', 'verikifikasi', 'wajah']","['knockout', 'tidak', 'masuk', 'verifikasi', 'wajah', 'yah', 'basa', 'masuk', 'langsung', 'verikifikasi', 'wajah']"
Hanang Choirul,1,2025-09-07 13:23:58,"aplikasi kok lemot, sehrusnya lancar karena untuk transaksi cepat.. masak kalah sama gopay sangat cepat","aplikasi kok lemot, sehrusnya lancar karena untuk transaksi cepat.. masak kalah sama gopay sangat cepat","aplikasi kok lemot, sehrusnya lancar karena untuk transaksi cepat.. masak kalah sama gopay sangat cepat","['aplikasi', 'kok', 'lemot', ',', 'sehrusnya', 'lancar', 'karena', 'untuk', 'transaksi', 'cepat', '..', 'masak', 'kalah', 'sama', 'gopay', 'sangat', 'cepat']","['aplikasi', 'lemot', ',', 'sehrusnya', 'lancar', 'transaksi', 'cepat', '..', 'masak', 'kalah', 'gopay', 'cepat']","['aplikasi', 'lemot', 'sehrusnya', 'lancar', 'transaksi', 'cepat', 'masak', 'kalah', 'gopay', 'cepat']","['aplikasi', 'lot', 'sehrusnya', 'lancar', 'transaksi', 'cepat', 'masak', 'kalah', 'gopay', 'cepat']","['aplikasi', 'lot', 'sehrusnya', 'lancar', 'transaksi', 'cepat', 'masak', 'kalah', 'gopay', 'cepat']","[('aplikasi', 'NOUN'), ('lot', 'NOUN'), ('sehrusnya', 'PROPN'), ('lancar', 'PROPN'), ('transaksi', 'PROPN'), ('cepat', 'PROPN'), ('masak', 'PROPN'), ('kalah', 'PROPN'), ('gopay', 'PROPN'), ('cepat', 'PROPN')]","[('aplikasi lot sehrusnya', 'ORG'), ('kalah gopay', 'PERSON')]","[('aplikasi lot sehrusnya lancar transaksi cepat masak kalah gopay cepat', 'NP')]","['aplikasi', 'lot', 'sehrusnya', 'lancar', 'transaksi', 'cepat', 'masak', 'kalah', 'gopay', 'cepat']","['aplikasi', 'lot', 'sehrusnya', 'lancar', 'transaksi', 'cepat', 'masak', 'kalah', 'gopay', 'cepat']","['aplikasi', 'batch', 'sehrusnya', 'lancar', 'transaksi', 'cepat', 'masak', 'kalah', 'gopay', 'cepat']"
jumarsia jumarsiacia,5,2025-09-07 13:22:35,best banget berguna banget bgus pkoknya gk repot jdi bisa belanja di rumah aja,best banget berguna banget bgus pkoknya gk repot jdi bisa belanja di rumah aja,best banget berguna banget bgus pkoknya gk repot jdi bisa belanja di rumah aja,"['best', 'banget', 'berguna', 'banget', 'bgus', 'pkoknya', 'gk', 'repot', 'jdi', 'bisa', 'belanja', 'di', 'rumah', 'aja']","['best', 'banget', 'berguna', 'banget', 'bgus', 'pkoknya', 'gk', 'repot', 'jdi', 'belanja', 'rumah', 'aja']","['best', 'banget', 'berguna', 'banget', 'bgus', 'pkoknya', 'gk', 'repot', 'jdi', 'belanja', 'rumah', 'aja']","['best', 'banget', 'guna', 'banget', 'bgus', 'pkoknya', 'gk', 'repot', 'jdi', 'belanja', 'rumah', 'aja']","['best', 'banget', 'guna', 'banget', 'bgus', 'pkoknya', 'gk', 'repot', 'jdi', 'belanja', 'rumah', 'aja']","[('best', 'ADV'), ('banget', 'VERB'), ('guna', 'NOUN'), ('banget', 'VERB'), ('bgus', 'ADJ'), ('pkoknya', 'PROPN'), ('gk', 'PROPN'), ('repot', 'PROPN'), ('jdi', 'PROPN'), ('belanja', 'PROPN'), ('rumah', 'PROPN'), ('aja', 'PROPN')]",[],"[('guna', 'NP'), ('bgus pkoknya gk repot jdi belanja rumah aja', 'NP')]","['best', 'banget', 'guna', 'banget', 'bgus', 'pkoknya', 'tidak', 'repot', 'jdi', 'belanja', 'rumah', 'aja']","['best', 'banget', 'guna', 'banget', 'bgus', 'pkoknya', 'tidak', 'repot', 'jdi', 'belanja', 'rumah', 'aja']","['best', 'banget', 'guna', 'banget', 'bgus', 'pkoknya', 'tidak', 'repot', 'jdi', 'belanja', 'rumah', 'aja']"
Haris haikal haikal,5,2025-09-07 13:20:27,mantul,mantul,mantul,['mantul'],['mantul'],['mantul'],['mantul'],['mantul'],"[('mantul', 'PROPN')]",[],"[('mantul', 'NP')]",['mantul'],['mantul'],['mantul']
Susanti Cann,2,2025-09-07 13:19:42,masih pertama kali sih memakai dana semuga berkah,masih pertama kali sih memakai dana semuga berkah,masih pertama kali sih memakai dana semuga berkah,"['masih', 'pertama', 'kali', 'sih', 'memakai', 'dana', 'semuga', 'berkah']","['kali', 'sih', 'memakai', 'dana', 'semuga', 'berkah']","['kali', 'sih', 'memakai', 'dana', 'semuga', 'berkah']","['kali', 'sih', 'pakai', 'dana', 'semuga', 'berkah']","['kali', 'sih', 'pakai', 'dana', 'semuga', 'berkah']","[('kali', 'PROPN'), ('sih', 'PROPN'), ('pakai', 'PROPN'), ('dana', 'PROPN'), ('semuga', 'PROPN'), ('berkah', 'PROPN')]","[('kali sih', 'PERSON'), ('dana semuga', 'PERSON')]","[('kali', 'NP'), ('sih pakai dana semuga berkah', 'NP')]","['kali', 'sih', 'pakai', 'dana', 'semuga', 'berkah']","['kali', 'sih', 'pakai', 'dana', 'semuga', 'berkah']","['saltwort', 'sih', 'pakai', 'Danu', 'semuga', 'berkah']"
Syahla Genit,5,2025-09-07 13:18:58,seru banget,seru banget,seru banget,"['seru', 'banget']","['seru', 'banget']","['seru', 'banget']","['seru', 'banget']","['seru', 'banget']","[('seru', 'INTJ'), ('banget', 'VERB')]",[],[],"['seru', 'banget']","['seru', 'banget']","['seru', 'banget']"
Dian Palembang,5,2025-09-07 13:17:44,tolong PULIHKAN AKUN DANA SAYA !!! TANPA HARUS DIMINTA KODE OTP !,tolong pulihkan akun dana saya !!! tanpa harus diminta kode otp !,tolong pulihkan akun dana saya !!! tanpa harus diminta kode otp !,"['tolong', 'pulihkan', 'akun', 'dana', 'saya', '!', '!', '!', 'tanpa', 'harus', 'diminta', 'kode', 'otp', '!']","['tolong', 'pulihkan', 'akun', 'dana', '!', '!', '!', 'kode', 'otp', '!']","['tolong', 'pulihkan', 'akun', 'dana', 'kode', 'otp']","['tolong', 'pulih', 'akun', 'dana', 'kode', 'otp']","['tolong', 'pulih', 'akun', 'dana', 'kode', 'otp']","[('tolong', 'PROPN'), ('pulih', 'PROPN'), ('akun', 'PROPN'), ('dana', 'PROPN'), ('kode', 'PROPN'), ('otp', 'PROPN')]","[('dana kode', 'PERSON')]","[('tolong pulih akun dana kode otp', 'NP')]","['tolong', 'pulih', 'akun', 'dana', 'kode', 'otp']","['tolong', 'pulih', 'akun', 'dana', 'kode', 'otp']","['tolong', 'pulih', 'akun', 'Danu', 'kode', 'otp']"
Suli Suli,1,2025-09-07 13:17:19,gak bisa di gunakan pakai dana ini,gak bisa di gunakan pakai dana ini,gak bisa di gunakan pakai dana ini,"['gak', 'bisa', 'di', 'gunakan', 'pakai', 'dana', 'ini']","['gak', 'pakai', 'dana']","['gak', 'pakai', 'dana']","['gak', 'pakai', 'dana']","['gak', 'pakai', 'dana']","[('gak', 'PROPN'), ('pakai', 'PROPN'), ('dana', 'PROPN')]","[('gak pakai', 'ORG')]","[('gak pakai', 'NP'), ('dana', 'NP')]","['gak', 'pakai', 'dana']","['gak', 'pakai', 'dana']","['gak', 'pakai', 'Danu']"
Dian Setyorini,5,2025-09-07 13:17:08,berbaharap akun saya bisa ada menu dana cicil dan dana instan,berbaharap akun saya bisa ada menu dana cicil dan dana instan,berbaharap akun saya bisa ada menu dana cicil dan dana instan,"['berbaharap', 'akun', 'saya', 'bisa', 'ada', 'menu', 'dana', 'cicil', 'dan', 'dana', 'instan']","['berbaharap', 'akun', 'menu', 'dana', 'cicil', 'dana', 'instan']","['berbaharap', 'akun', 'menu', 'dana', 'cicil', 'dana', 'instan']","['berbaharap', 'akun', 'menu', 'dana', 'cicil', 'dana', 'instan']","['berbaharap', 'akun', 'menu', 'dana', 'cicil', 'dana', 'instan']","[('berbaharap', 'NOUN'), ('akun', 'NOUN'), ('menu', 'PROPN'), ('dana', 'PROPN'), ('cicil', 'PROPN'), ('dana', 'PROPN'), ('instan', 'PROPN')]","[('berbaharap akun menu dana cicil dana instan', 'PERSON')]","[('berbaharap akun menu dana cicil dana instan', 'NP')]","['berbaharap', 'akun', 'menu', 'dana', 'cicil', 'dana', 'instan']","['berbaharap', 'akun', 'menu', 'dana', 'cicil', 'dana', 'instan']","['berbaharap', 'akun', 'menu', 'Danu', 'cicil', 'Danu', 'instan']"
Naip Vivo,1,2025-09-07 13:15:50,sangat memudahkan,sangat memudahkan,sangat memudahkan,"['sangat', 'memudahkan']",['memudahkan'],['memudahkan'],['mudah'],['mudah'],"[('mudah', 'PROPN')]",[],"[('mudah', 'NP')]",['mudah'],['mudah'],['mudah']
Rizky Mubarok,1,2025-09-07 13:15:36,"pemidahan akun atas nama sendiri susah padahal data pribadi sendiri akun asli saya malah di persulit dan di perlama, costumer service juga pelayanan nyaa jelek banget,woyy akun sendiri susah masuk mana ada uang nyaaa, pengalaman yang buruk gunain dana!!!buat cs dana memble prioritaskan tapi sama aja gak ada yang beresssss!!","pemidahan akun atas nama sendiri susah padahal data pribadi sendiri akun asli saya malah di persulit dan di perlama, costumer service juga pelayanan nyaa jelek banget,woyy akun sendiri susah masuk mana ada uang nyaaa, pengalaman yang buruk gunain dana!!!buat cs dana memble prioritaskan tapi sama aja gak ada yang beresssss!!","pemidahan akun atas nama sendiri susah padahal data pribadi sendiri akun asli saya malah di persulit dan di perlama, costumer service juga pelayanan nyaa jelek banget,woyy akun sendiri susah masuk mana ada uang nyaaa, pengalaman yang buruk gunain dana!!!buat cs dana memble prioritaskan tapi sama aja gak ada yang beresssss!!","['pemidahan', 'akun', 'atas', 'nama', 'sendiri', 'susah', 'padahal', 'data', 'pribadi', 'sendiri', 'akun', 'asli', 'saya', 'malah', 'di', 'persulit', 'dan', 'di', 'perlama', ',', 'costumer', 'service', 'juga', 'pelayanan', 'nyaa', 'jelek', 'banget', ',', 'woyy', 'akun', 'sendiri', 'susah', 'masuk', 'mana', 'ada', 'uang', 'nyaaa', ',', 'pengalaman', 'yang', 'buruk', 'gunain', 'dana', '!', '!', '!', 'buat', 'cs', 'dana', 'memble', 'prioritaskan', 'tapi', 'sama', 'aja', 'gak', 'ada', 'yang', 'beresss', '!', '!']","['pemidahan', 'akun', 'nama', 'susah', 'data', 'pribadi', 'akun', 'asli', 'persulit', 'perlama', ',', 'costumer', 'service', 'pelayanan', 'nyaa', 'jelek', 'banget', ',', 'woyy', 'akun', 'susah', 'masuk', 'uang', 'nyaaa', ',', 'pengalaman', 'buruk', 'gunain', 'dana', '!', '!', '!', 'cs', 'dana', 'memble', 'prioritaskan', 'aja', 'gak', 'beresss', '!', '!']","['pemidahan', 'akun', 'nama', 'susah', 'data', 'pribadi', 'akun', 'asli', 'persulit', 'perlama', 'costumer', 'service', 'pelayanan', 'nyaa', 'jelek', 'banget', 'woyy', 'akun', 'susah', 'masuk', 'uang', 'nyaaa', 'pengalaman', 'buruk', 'gunain', 'dana', 'cs', 'dana', 'memble', 'prioritaskan', 'aja', 'gak', 'beresss']","['pemidahan', 'akun', 'nama', 'susah', 'data', 'pribadi', 'akun', 'asli', 'sulit', 'lama', 'costumer', 'service', 'layan', 'nyaa', 'jelek', 'banget', 'woyy', 'akun', 'susah', 'masuk', 'uang', 'nyaaa', 'alam', 'buruk', 'gunain', 'dana', 'cs', 'dana', 'memble', 'prioritas', 'aja', 'gak', 'beresss']","['pemidahan', 'akun', 'nama', 'susah', 'data', 'pribadi', 'akun', 'asli', 'sulit', 'lama', 'costumer', 'service', 'layan', 'nyaa', 'jelek', 'banget', 'woyy', 'akun', 'susah', 'masuk', 'uang', 'nyaaa', 'alam', 'buruk', 'gunain', 'dana', 'c', 'dana', 'memble', 'prioritas', 'aja', 'gak', 'beresss']","[('pemidahan', 'PROPN'), ('akun', 'NOUN'), ('nama', 'PROPN'), ('susah', 'PROPN'), ('data', 'PROPN'), ('pribadi', 'NOUN'), ('akun', 'NOUN'), ('asli', 'NOUN'), ('sulit', 'VERB'), ('lama', 'ADP'), ('costumer', 'NOUN'), ('service', 'NOUN'), ('layan', 'PROPN'), ('nyaa', 'PROPN'), ('jelek', 'PROPN'), ('banget', 'PROPN'), ('woyy', 'NOUN'), ('akun', 'NOUN'), ('susah', 'PROPN'), ('masuk', 'PROPN'), ('uang', 'PROPN'), ('nyaaa', 'PROPN'), ('alam', 'PROPN'), ('buruk', 'PROPN'), ('gunain', 'NOUN'), ('dana', 'PROPN'), ('c', 'PROPN'), ('dana', 'PROPN'), ('memble', 'PROPN'), ('prioritas', 'PROPN'), ('aja', 'VERB'), ('gak', 'PROPN'), ('beresss', 'NOUN')]","[('pemidahan', 'NORP'), ('akun nama', 'PERSON'), ('costumer', 'PERSON'), ('layan nyaa', 'PERSON'), ('jelek banget', 'PERSON'), ('dana c dana memble', 'PERSON')]","[('pemidahan akun nama susah data pribadi akun asli', 'NP'), ('woyy akun susah masuk uang nyaaa alam buruk gunain', 'NP'), ('dana c dana memble prioritas', 'NP'), ('gak beresss', 'NP')]","['pemidahan', 'akun', 'nama', 'susah', 'data', 'pribadi', 'akun', 'asli', 'sulit', 'lama', 'costumer', 'service', 'layan', 'nyaa', 'jelek', 'banget', 'woyy', 'akun', 'susah', 'masuk', 'uang', 'nyaaa', 'alam', 'buruk', 'gunain', 'dana', 'c', 'dana', 'memble', 'prioritas', 'aja', 'gak', 'beresss']","['pemidahan', 'akun', 'nama', 'susah', 'data', 'pribadi', 'akun', 'asli', 'sulit', 'lama', 'costumer', 'service', 'layan', 'nyaa', 'jelek', 'banget', 'woyy', 'akun', 'susah', 'masuk', 'uang', 'nyaaa', 'alam', 'buruk', 'gunain', 'dana', 'c', 'dana', 'memble', 'prioritas', 'aja', 'gak', 'beresss']","['pemidahan', 'akun', 'nama', 'Sousse', 'data', 'pribadi', 'akun', 'asli', 'sulit', 'lama', 'costumier', 'service', 'layan', 'nyaa', 'jelek', 'banget', 'woyy', 'akun', 'Sousse', 'masuk', 'uang', 'nyaaa', 'alam', 'buruk', 'gunain', 'Danu', 'degree_centigrade', 'Danu', 'memble', 'prioritas', 'aja', 'gak', 'beresss']"
Kentung Untung,5,2025-09-07 13:12:31,Luar biasa,luar biasa,luar biasa,"['luar', 'biasa']",[],[],[],[],[],[],[],[],[],[]
Bang Albin,5,2025-09-07 13:12:21,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],['mantap'],['mantap'],"[('mantap', 'NOUN')]",[],"[('mantap', 'NP')]",['mantap'],['mantap'],['mantap']
JA ROT,5,2025-09-07 13:12:18,nice,nice,nice,['nice'],['nice'],['nice'],['nice'],['nice'],"[('nice', 'ADJ')]",[],[],['nice'],['nice'],['Nice']
Samsir bahri Samsir,4,2025-09-07 13:12:12,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],['bagus'],['bagus'],['bagus'],"[('bagus', 'PROPN')]",[],"[('bagus', 'NP')]",['bagus'],['bagus'],['bagus']
Rizal Bajol,5,2025-09-07 13:11:39,Alhamdulillah mantap,alhamdulillah mantap,alhamdulillah mantap,"['alhamdulillah', 'mantap']","['alhamdulillah', 'mantap']","['alhamdulillah', 'mantap']","['alhamdulillah', 'mantap']","['alhamdulillah', 'mantap']","[('alhamdulillah', 'PROPN'), ('mantap', 'NOUN')]","[('alhamdulillah', 'ORG')]","[('alhamdulillah mantap', 'NP')]","['alhamdulillah', 'mantap']","['alhamdulillah', 'mantap']","['alhamdulillah', 'mantap']"
Happy Stefan,5,2025-09-07 13:10:31,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],"[('bagus', 'PROPN')]",[],"[('bagus', 'NP')]",['bagus'],['bagus'],['bagus']
Eka Rahayu,4,2025-09-07 13:10:14,semoga bisa membantu dan memberikan pelayanan terbaik,semoga bisa membantu dan memberikan pelayanan terbaik,semoga bisa membantu dan memberikan pelayanan terbaik,"['semoga', 'bisa', 'membantu', 'dan', 'memberikan', 'pelayanan', 'terbaik']","['semoga', 'membantu', 'pelayanan', 'terbaik']","['semoga', 'membantu', 'pelayanan', 'terbaik']","['moga', 'bantu', 'layan', 'baik']","['moga', 'bantu', 'layan', 'baik']","[('moga', 'PROPN'), ('bantu', 'PROPN'), ('layan', 'PROPN'), ('baik', 'ADV')]","[('moga bantu', 'ORG'), ('layan baik', 'PERSON')]","[('moga bantu layan', 'NP')]","['moga', 'bantu', 'layan', 'baik']","['moga', 'bantu', 'layan', 'baik']","['moga', 'Bantu', 'layan', 'baik']"
Li Na,5,2025-09-07 13:07:25,sangat memuaskan praktis bt transaksi,sangat memuaskan praktis bt transaksi,sangat memuaskan praktis bt transaksi,"['sangat', 'memuaskan', 'praktis', 'bt', 'transaksi']","['memuaskan', 'praktis', 'bt', 'transaksi']","['memuaskan', 'praktis', 'bt', 'transaksi']","['muas', 'praktis', 'bt', 'transaksi']","['muas', 'praktis', 'bt', 'transaksi']","[('muas', 'PROPN'), ('praktis', 'PROPN'), ('bt', 'PROPN'), ('transaksi', 'PROPN')]",[],"[('muas praktis bt transaksi', 'NP')]","['muas', 'praktis', 'bt', 'transaksi']","['muas', 'praktis', 'bt', 'transaksi']","['muas', 'praktis', 'bt', 'transaksi']"
Maman Sumantri,4,2025-09-07 13:03:46,matap 👍,matap 👍,matap 👍,"['matap', '👍']","['matap', '👍']","['matap', '👍']","['matap', '']","['matap', '']","[('matap', 'NOUN')]",[],"[('matap', 'NP')]","['matap', '']","['matap', '']","['matap', '']"
Erick Evyniezz,5,2025-09-07 13:01:46,kenapa dana cicilnya gk bsa di pakai,kenapa dana cicilnya gk bsa di pakai,kenapa dana cicilnya gk bsa di pakai,"['kenapa', 'dana', 'cicilnya', 'gk', 'bsa', 'di', 'pakai']","['dana', 'cicilnya', 'gk', 'bsa', 'pakai']","['dana', 'cicilnya', 'gk', 'bsa', 'pakai']","['dana', 'cicil', 'gk', 'bsa', 'pakai']","['dana', 'cicil', 'gk', 'bsa', 'pakai']","[('dana', 'PROPN'), ('cicil', 'PROPN'), ('gk', 'PROPN'), ('bsa', 'PROPN'), ('pakai', 'PROPN')]","[('dana cicil', 'PERSON')]","[('dana cicil', 'NP'), ('gk bsa', 'NP')]","['dana', 'cicil', 'tidak', 'bsa', 'pakai']","['dana', 'cicil', 'tidak', 'bsa', 'pakai']","['Danu', 'cicil', 'tidak', 'bsa', 'pakai']"
Nur Muhammad Akbar,5,2025-09-07 13:00:31,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],"[('bagus', 'PROPN')]",[],"[('bagus', 'NP')]",['bagus'],['bagus'],['bagus']
Muhammad Rafi,2,2025-09-07 13:00:16,selalu ada kesalahan emang sangat bagus tapi ad kendala kesalahan,selalu ada kesalahan emang sangat bagus tapi ad kendala kesalahan,selalu ada kesalahan emang sangat bagus tapi ad kendala kesalahan,"['selalu', 'ada', 'kesalahan', 'emang', 'sangat', 'bagus', 'tapi', 'ad', 'kendala', 'kesalahan']","['kesalahan', 'emang', 'bagus', 'ad', 'kendala', 'kesalahan']","['kesalahan', 'emang', 'bagus', 'ad', 'kendala', 'kesalahan']","['salah', 'emang', 'bagus', 'ad', 'kendala', 'salah']","['salah', 'emang', 'bagus', 'ad', 'kendala', 'salah']","[('salah', 'PROPN'), ('emang', 'PROPN'), ('bagus', 'PROPN'), ('ad', 'PROPN'), ('kendala', 'PROPN'), ('salah', 'PROPN')]","[('salah emang bagus', 'PERSON'), ('ad kendala salah', 'PERSON')]","[('salah emang bagus ad kendala salah', 'NP')]","['salah', 'emang', 'bagus', 'ad', 'kendala', 'salah']","['salah', 'emang', 'bagus', 'ad', 'kendala', 'salah']","['salat', 'emang', 'bagus', 'ad', 'kendala', 'salat']"
